Id,SalePrice
1461,124314.4375
1462,158234.078125
1463,180211.078125
1464,187031.578125
1465,189296.546875
1466,171837.25
1467,172139.703125
1468,169293.21875
1469,183884.46875
1470,121428.8828125
1471,187471.765625
1472,97878.484375
1473,96308.640625
1474,152604.828125
1475,116059.3046875
1476,376240.65625
1477,252786.078125
1478,298013.8125
1479,281674.90625
1480,497012.78125
1481,312825.28125
1482,211401.953125
1483,172286.203125
1484,165021.453125
1485,177713.65625
1486,194636.109375
1487,332076.0625
1488,237992.84375
1489,201940.734375
1490,218185.84375
1491,190559.75
1492,91589.3515625
1493,182530.046875
1494,301725.46875
1495,284017.90625
1496,228934.390625
1497,175930.5625
1498,163327.546875
1499,157830.46875
1500,159551.34375
1501,172139.703125
1502,149879.984375
1503,282808.125
1504,238988.375
1505,220322.390625
1506,182981.796875
1507,241254.296875
1508,196354.703125
1509,167188.8125
1510,146544.046875
1511,149333.109375
1512,170001.859375
1513,143489.0
1514,153778.5625
1515,185547.234375
1516,155696.65625
1517,158670.953125
1518,133906.6875
1519,217374.59375
1520,131275.984375
1521,134508.5
1522,167888.640625
1523,111303.2578125
1524,124300.4453125
1525,121851.84375
1526,115432.875
1527,105485.734375
1528,132866.5
1529,150862.59375
1530,176844.484375
1531,114419.8203125
1532,98609.859375
1533,142778.625
1534,126830.3125
1535,147375.859375
1536,108327.3515625
1537,60069.203125
1538,155495.734375
1539,190590.640625
1540,98371.375
1541,142352.25
1542,135094.203125
1543,190315.46875
1544,86362.1875
1545,117073.8203125
1546,134781.625
1547,133008.75
1548,132855.984375
1549,120267.8515625
1550,136751.078125
1551,114607.765625
1552,135968.46875
1553,142668.78125
1554,119976.421875
1555,164905.046875
1556,92345.7421875
1557,102760.484375
1558,100189.40625
1559,71632.7265625
1560,133381.578125
1561,127034.5234375
1562,130954.9921875
1563,120289.3046875
1564,159143.015625
1565,152165.65625
1566,231655.765625
1567,79558.828125
1568,223111.96875
1569,133994.953125
1570,137305.9375
1571,124957.84375
1572,142934.34375
1573,240456.546875
1574,115396.5546875
1575,216410.28125
1576,231699.734375
1577,186589.21875
1578,148434.1875
1579,144260.390625
1580,187942.9375
1581,151120.0625
1582,126477.25
1583,301188.4375
1584,220816.5
1585,140993.71875
1586,67163.3359375
1587,107378.3984375
1588,150574.984375
1589,98783.515625
1590,134220.6875
1591,92171.2734375
1592,120533.2109375
1593,128339.1875
1594,121664.1953125
1595,108379.640625
1596,232712.421875
1597,183115.34375
1598,203482.65625
1599,170118.625
1600,169529.109375
1601,58070.92578125
1602,121996.140625
1603,82319.0390625
1604,261902.125
1605,243767.5625
1606,169529.109375
1607,159382.390625
1608,217849.21875
1609,188461.109375
1610,159779.296875
1611,139737.015625
1612,168814.703125
1613,162855.171875
1614,126277.78125
1615,90697.1953125
1616,78991.8046875
1617,94034.84375
1618,128461.03125
1619,141122.59375
1620,155362.328125
1621,137344.3125
1622,144795.875
1623,277527.78125
1624,214805.015625
1625,124134.2421875
1626,170001.859375
1627,184513.359375
1628,282669.25
1629,181608.390625
1630,332190.40625
1631,213134.1875
1632,237453.28125
1633,169957.59375
1634,182142.4375
1635,172709.640625
1636,160143.28125
1637,186123.9375
1638,183956.734375
1639,181368.3125
1640,254281.0625
1641,178622.015625
1642,222916.9375
1643,218795.109375
1644,232719.515625
1645,184513.359375
1646,164457.90625
1647,164905.046875
1648,131112.328125
1649,140745.3125
1650,119957.65625
1651,123881.0390625
1652,98385.0703125
1653,99339.3984375
1654,147467.8125
1655,144136.078125
1656,144638.390625
1657,150966.21875
1658,153031.5625
1659,127062.875
1660,158592.890625
1661,461616.5
1662,395814.0625
1663,381909.125
1664,423812.75
1665,308637.1875
1666,315657.875
1667,355979.375
1668,324286.6875
1669,303088.75
1670,341500.0625
1671,268048.8125
1672,452311.28125
1673,294076.46875
1674,252995.421875
1675,189822.0625
1676,190702.828125
1677,217512.078125
1678,473778.65625
1679,387457.09375
1680,332190.40625
1681,243501.296875
1682,310614.125
1683,179299.75
1684,174600.078125
1685,170118.625
1686,170001.859375
1687,165595.3125
1688,189986.328125
1689,190961.609375
1690,190563.921875
1691,179537.9375
1692,277691.40625
1693,165595.3125
1694,180565.109375
1695,168814.703125
1696,277187.90625
1697,170118.625
1698,339447.28125
1699,313149.71875
1700,245102.59375
1701,277267.21875
1702,247791.5625
1703,252786.078125
1704,283162.46875
1705,226540.5625
1706,434751.21875
1707,213877.1875
1708,203945.8125
1709,282669.25
1710,227902.9375
1711,271094.4375
1712,254462.28125
1713,277009.0
1714,219973.03125
1715,211401.953125
1716,182171.625
1717,174976.46875
1718,133049.859375
1719,204707.34375
1720,241545.75
1721,169293.21875
1722,126344.7578125
1723,158830.828125
1724,206922.359375
1725,231750.109375
1726,185425.34375
1727,161085.296875
1728,170632.5625
1729,165304.359375
1730,155729.03125
1731,121959.265625
1732,130985.09375
1733,119937.40625
1734,124590.1484375
1735,131269.46875
1736,113248.6640625
1737,318627.625
1738,237249.328125
1739,251667.078125
1740,210593.640625
1741,185409.265625
1742,169819.71875
1743,177259.34375
1744,307949.5
1745,214251.59375
1746,190573.734375
1747,220328.0625
1748,210915.828125
1749,153806.140625
1750,130025.7578125
1751,231006.265625
1752,120636.0234375
1753,144884.28125
1754,190783.046875
1755,169293.21875
1756,123856.0
1757,124300.4453125
1758,146691.4375
1759,161186.875
1760,165304.359375
1761,143765.265625
1762,170485.359375
1763,176880.40625
1764,117707.1328125
1765,154117.265625
1766,179537.9375
1767,207210.859375
1768,142018.953125
1769,175930.5625
1770,154582.28125
1771,123734.75
1772,133979.109375
1773,129000.71875
1774,134739.34375
1775,141034.46875
1776,129299.1484375
1777,115256.1015625
1778,136911.0625
1779,121856.8359375
1780,176947.046875
1781,128000.6015625
1782,91423.0234375
1783,140521.609375
1784,105936.2734375
1785,121238.1875
1786,142834.0625
1787,168111.015625
1788,56476.3046875
1789,97238.7421875
1790,86659.3671875
1791,181368.3125
1792,157498.171875
1793,135513.578125
1794,152738.640625
1795,137979.734375
1796,132719.71875
1797,122604.9765625
1798,119296.296875
1799,115192.4765625
1800,129832.0859375
1801,127034.890625
1802,137299.265625
1803,147290.15625
1804,141687.234375
1805,135094.203125
1806,125495.2578125
1807,133928.265625
1808,125112.625
1809,121749.5078125
1810,141219.390625
1811,96431.703125
1812,99000.25
1813,125685.578125
1814,100127.2265625
1815,55312.4609375
1816,99289.765625
1817,107649.5
1818,140803.3125
1819,122017.78125
1820,58205.37890625
1821,117240.96875
1822,151163.3125
1823,54723.07421875
1824,129555.890625
1825,132789.484375
1826,102616.328125
1827,103040.265625
1828,131496.5
1829,125747.8046875
1830,141389.1875
1831,148902.625
1832,75717.546875
1833,140476.453125
1834,124418.21875
1835,126381.515625
1836,122524.6796875
1837,91287.4609375
1838,127462.6640625
1839,98386.4765625
1840,152564.671875
1841,140657.421875
1842,95554.4140625
1843,135383.359375
1844,140743.703125
1845,145251.171875
1846,155828.859375
1847,166215.375
1848,55312.4609375
1849,112626.65625
1850,119440.875
1851,150352.421875
1852,124121.9296875
1853,130650.4921875
1854,169293.21875
1855,156832.984375
1856,222597.640625
1857,149106.96875
1858,135401.5625
1859,121658.7421875
1860,149491.984375
1861,121226.96875
1862,305255.0625
1863,296904.34375
1864,296904.34375
1865,332931.625
1866,330601.96875
1867,232192.34375
1868,292606.9375
1869,205242.953125
1870,229675.28125
1871,256915.09375
1872,168814.703125
1873,230337.734375
1874,149285.125
1875,196423.625
1876,191821.859375
1877,211809.203125
1878,200473.0
1879,132755.296875
1880,134419.75
1881,234072.171875
1882,251733.09375
1883,187471.765625
1884,202476.453125
1885,252238.953125
1886,289420.875
1887,214268.140625
1888,283530.78125
1889,165595.3125
1890,123896.875
1891,140344.828125
1892,101480.3984375
1893,131349.109375
1894,126761.265625
1895,139747.8125
1896,126847.8515625
1897,121454.1328125
1898,115074.4375
1899,158668.53125
1900,149371.28125
1901,165613.3125
1902,147189.046875
1903,213375.59375
1904,137151.640625
1905,186018.875
1906,145173.0625
1907,187094.375
1908,114559.03125
1909,134358.109375
1910,122023.953125
1911,210412.359375
1912,302587.375
1913,141739.40625
1914,57994.328125
1915,297647.125
1916,55642.18359375
1917,260427.890625
1918,141157.1875
1919,166462.84375
